,org:group,resource country,organization country,org:resource,organization involved,org:role,Activity,impact,product,lifecycle:transition,Complete Timestamp,Case ID,Duration
3931,Org line D,Sweden,in,Bikshamaiah,G121 2nd,D_2,Accepted,Medium,PROD597,In Progress,2011-12-12 10:38:44+00:00,1-621311061,248.0
3932,Org line D,Sweden,in,Bikshamaiah,G121 2nd,D_2,Completed,Medium,PROD597,Closed,2011-12-21 11:01:07+00:00,1-621311061,778943.0
3933,Org line C,Sweden,in,Bikshamaiah,G119 2nd,E_8,Accepted,Medium,PROD597,In Progress,2012-01-06 10:08:42+00:00,1-621311061,1379255.0
3934,Org line C,Sweden,in,Bikshamaiah,G119 2nd,E_8,Completed,Medium,PROD597,Closed,2012-01-06 10:09:47+00:00,1-621311061,65.0
3935,Org line C,Sweden,in,Bikshamaiah,G119 2nd,E_8,Accepted,Medium,PROD597,In Progress,2012-01-06 12:35:53+00:00,1-621311061,8766.0
3936,Org line C,Sweden,in,Bikshamaiah,G119 2nd,E_8,Completed,Medium,PROD597,Closed,2012-02-17 09:12:40+00:00,1-621311061,3616607.0
3937,Org line C,Sweden,se,Mikael,G290 3rd,C_6,Accepted,Medium,PROD154,In Progress,2011-12-09 07:13:39+00:00,1-621322866,0.0
3938,Org line C,Sweden,se,Mikael,G290 3rd,C_6,Completed,Medium,PROD154,Closed,2012-01-17 13:00:57+00:00,1-621322866,3390438.0
3939,Org line G4,Sweden,se,Torbjörn,S33 2nd,,Accepted,High,PROD397,In Progress,2011-12-09 09:00:42+00:00,1-621369891,0.0
3940,Org line G4,Sweden,se,Torbjörn,S33 2nd,,Completed,High,PROD397,Closed,2012-01-03 07:43:57+00:00,1-621369891,2155395.0
3941,Org line C,Belgium,br,Peter,G55 2nd,E_1,Accepted,Medium,PROD745,In Progress,2011-12-09 10:38:35+00:00,1-621393223,0.0
3942,Org line C,Belgium,br,Peter,G55 2nd,E_1,Queued,Medium,PROD745,Awaiting Assignment,2011-12-09 11:33:04+00:00,1-621393223,3269.0
3943,Org line C,Belgium,br,Peter,G56 3rd,C_1,Queued,Medium,PROD745,Awaiting Assignment,2011-12-09 11:44:12+00:00,1-621393223,668.0
3944,Org line C,Sweden,br,Marie,G56 3rd,C_1,Accepted,Medium,PROD745,Assigned,2011-12-09 12:31:39+00:00,1-621393223,2847.0
3945,Org line C,Sweden,br,Stina,G56 3rd,C_1,Accepted,Medium,PROD745,Assigned,2011-12-13 09:10:00+00:00,1-621393223,333501.0
3946,Org line B,Brazil,br,Ricardo,S4 2nd,E_6,Queued,Medium,PROD745,Awaiting Assignment,2011-12-15 08:43:58+00:00,1-621393223,171238.0
3947,Org line B,Brazil,br,Thiago,S4 2nd,E_6,Accepted,Medium,PROD745,In Progress,2012-04-20 15:34:45+00:00,1-621393223,10997447.0
3948,Org line B,Brazil,br,Thiago,S4 2nd,E_6,Completed,Medium,PROD745,Closed,2012-04-20 15:34:51+00:00,1-621393223,6.0
3949,Org line C,Sweden,se,Thomas,G355 2nd,E_6,Accepted,Major,PROD151,In Progress,2011-12-10 05:25:41+00:00,1-621571462,0.0
3950,Org line C,Sweden,se,Thomas,G355 2nd,E_6,Completed,Major,PROD151,Closed,2012-01-18 11:53:51+00:00,1-621571462,3392890.0
3951,Org line B,INDIA,in,Srinivasan,G230 2nd,E_10,Accepted,Low,PROD336,In Progress,2011-12-12 11:50:27+00:00,1-622154016,0.0
3952,Org line B,INDIA,in,Srinivasan,G230 2nd,E_10,Accepted,Low,PROD336,In Progress,2011-12-12 11:53:05+00:00,1-622154016,158.0
3953,Org line B,INDIA,in,Srinivasan,G230 2nd,E_10,Accepted,Low,PROD336,In Progress,2011-12-12 11:53:19+00:00,1-622154016,14.0
3954,Org line B,INDIA,in,Srinivasan,G230 2nd,E_10,Queued,Low,PROD336,Awaiting Assignment,2011-12-12 11:53:34+00:00,1-622154016,15.0
3955,Org line B,INDIA,in,Aneesh V,G230 2nd,E_10,Accepted,Low,PROD336,In Progress,2011-12-12 15:29:16+00:00,1-622154016,12942.0
3956,Org line C,POLAND,in,Grzegorz,G249 3rd,E_10,Queued,Low,PROD336,Awaiting Assignment,2011-12-12 15:31:14+00:00,1-622154016,118.0
3957,Org line C,POLAND,in,Grzegorz,G249 3rd,E_10,Accepted,Low,PROD336,In Progress,2011-12-12 16:41:11+00:00,1-622154016,4197.0
3958,Org line C,POLAND,in,Grzegorz,G249 3rd,E_10,Accepted,Low,PROD336,Wait,2011-12-12 16:41:18+00:00,1-622154016,7.0
3959,Org line C,POLAND,in,Krystian,G249 3rd,E_10,Accepted,Low,PROD336,Assigned,2011-12-27 11:52:13+00:00,1-622154016,1278655.0
3960,Org line C,INDIA,in,Shankar,G231 2nd,E_10,Queued,Low,PROD336,Awaiting Assignment,2012-02-20 17:56:48+00:00,1-622154016,4773875.0
3961,Org line C,INDIA,in,M Humaira,G231 2nd,E_10,Accepted,Low,PROD336,In Progress,2012-02-21 07:07:04+00:00,1-622154016,47416.0
3962,Org line C,INDIA,in,Dheeraj,G231 2nd,E_10,Accepted,Low,PROD336,In Progress,2012-02-21 11:07:45+00:00,1-622154016,14441.0
3963,Org line C,INDIA,in,Dheeraj,G231 2nd,E_10,Accepted,Low,PROD336,Wait,2012-02-21 11:07:56+00:00,1-622154016,11.0
3964,Org line C,INDIA,in,Mahesh,G231 2nd,E_10,Accepted,Low,PROD336,In Progress,2012-02-28 09:18:13+00:00,1-622154016,598217.0
3965,Org line B,INDIA,in,Srinivasan,G230 2nd,E_10,Queued,Low,PROD336,Awaiting Assignment,2012-02-28 09:19:08+00:00,1-622154016,55.0
3966,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Accepted,Low,PROD336,In Progress,2012-02-28 09:36:29+00:00,1-622154016,1041.0
3967,Org line B,INDIA,in,Rijin,G230 2nd,E_10,Completed,Low,PROD336,Closed,2012-03-01 10:05:51+00:00,1-622154016,174562.0
3968,Org line B,Brazil,br,Evane,S12 2nd,E_3,Accepted,Low,PROD140,In Progress,2011-12-12 11:50:53+00:00,1-622156083,0.0
3969,Org line B,Brazil,br,Evane,S12 2nd,E_3,Queued,Low,PROD140,Awaiting Assignment,2011-12-12 11:51:38+00:00,1-622156083,45.0
3970,Org line B,Brazil,br,Alice,S12 2nd,E_3,Accepted,Low,PROD140,Assigned,2011-12-12 13:54:04+00:00,1-622156083,7346.0
3971,Org line B,Brazil,br,Evane,S12 2nd,E_3,Accepted,Low,PROD140,In Progress,2012-01-17 12:30:30+00:00,1-622156083,3105386.0
3972,Org line B,Brazil,br,Evane,S12 2nd,E_3,Completed,Low,PROD140,Closed,2012-01-17 12:31:09+00:00,1-622156083,39.0
3973,Org line A2,France,fr,Frederic,G22 2nd,A2_2,Accepted,Medium,PROD631,In Progress,2011-12-12 14:33:32+00:00,1-622295317,0.0
3974,Org line A2,France,fr,Frederic,G22 2nd,A2_2,Accepted,Medium,PROD631,Wait,2012-03-02 10:22:18+00:00,1-622295317,6983326.0
3975,Org line A2,France,fr,Frederic,G22 2nd,A2_2,Completed,Medium,PROD631,Closed,2012-03-22 14:45:50+00:00,1-622295317,1743812.0
3976,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Accepted,Low,PROD350,In Progress,2011-12-13 03:07:15+00:00,1-622618613,0.0
3977,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Queued,Low,PROD350,Awaiting Assignment,2011-12-13 03:07:39+00:00,1-622618613,24.0
3978,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Low,PROD350,In Progress,2011-12-13 06:11:12+00:00,1-622618613,11013.0
3979,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Low,PROD350,Wait,2011-12-13 06:11:20+00:00,1-622618613,8.0
3980,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Completed,Low,PROD350,Closed,2012-01-19 15:38:31+00:00,1-622618613,3230831.0
3981,Org line C,China,cn,Matthew,G293 2nd,E_10,Accepted,Low,PROD826,In Progress,2011-12-13 05:47:00+00:00,1-622630582,0.0
3982,Org line C,China,cn,Matthew,G293 2nd,E_10,Accepted,Low,PROD826,Wait,2011-12-20 01:43:10+00:00,1-622630582,590170.0
3983,Org line C,China,cn,Matthew,G293 2nd,E_10,Completed,Low,PROD826,Closed,2012-05-23 02:53:03+00:00,1-622630582,13396193.0
3984,Org line C,Sweden,in,Bikshamaiah,G119 2nd,E_8,Accepted,Low,PROD597,In Progress,2011-12-13 08:52:25+00:00,1-622652886,0.0
3985,Org line C,Sweden,in,Bikshamaiah,G119 2nd,E_8,Completed,Low,PROD597,Closed,2012-04-30 15:41:11+00:00,1-622652886,12034126.0
3986,Org line C,INDIA,in,Sameer,G89 2nd,E_4,Accepted,Low,PROD436,In Progress,2011-12-13 09:19:11+00:00,1-622783644,0.0
3987,Org line C,INDIA,in,Sameer,G89 2nd,E_4,Accepted,Low,PROD436,Wait,2011-12-26 12:32:16+00:00,1-622783644,1134785.0
3988,Org line C,INDIA,in,Sameer,G89 2nd,E_4,Accepted,Low,PROD436,In Progress,2012-05-18 07:01:25+00:00,1-622783644,12421749.0
3989,Org line C,INDIA,in,Sameer,G89 2nd,E_4,Completed,Low,PROD436,Closed,2012-05-18 07:02:02+00:00,1-622783644,37.0
3990,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Accepted,Medium,PROD236,In Progress,2011-12-13 10:05:09+00:00,1-622806196,0.0
3991,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Accepted,Medium,PROD236,Wait,2011-12-13 11:21:14+00:00,1-622806196,4565.0
3992,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Accepted,Medium,PROD236,In Progress,2012-05-04 15:03:00+00:00,1-622806196,12368506.0
3993,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Completed,Medium,PROD236,Closed,2012-05-04 15:05:26+00:00,1-622806196,146.0
3994,Org line A2,Sweden,se,Venkata,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2011-12-13 14:36:57+00:00,1-622847448,0.0
3995,Org line A2,Sweden,se,Venkata,G105 2nd,A2_4,Accepted,Medium,PROD337,Assigned,2012-03-13 13:23:34+00:00,1-622847448,7857997.0
3996,Org line A2,Sweden,se,Håkan,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2012-04-23 13:31:16+00:00,1-622847448,3542862.0
3997,Org line A2,Sweden,se,Håkan,G105 2nd,A2_4,Completed,Medium,PROD337,Closed,2012-04-23 13:32:27+00:00,1-622847448,71.0
3998,Org line C,France,fr,Michel,V34 2nd,,Accepted,High,PROD424,In Progress,2011-12-13 10:27:52+00:00,1-622856843,0.0
3999,Org line C,France,fr,Michel,V34 2nd,,Completed,High,PROD424,Closed,2012-01-24 08:29:10+00:00,1-622856843,3621678.0
4000,Org line C,Sweden,se,Anders,G138 2nd,E_10,Accepted,Medium,PROD802,In Progress,2011-12-13 11:19:40+00:00,1-622874191,0.0
4001,Org line C,Sweden,se,Anders,G138 2nd,E_10,Accepted,Medium,PROD802,In Progress,2011-12-19 12:55:54+00:00,1-622874191,524174.0
4002,Org line C,Sweden,se,Anders,G138 2nd,E_10,Completed,Medium,PROD802,Closed,2012-01-30 09:19:24+00:00,1-622874191,3615810.0
4003,Org line A2,Sweden,se,Mikael,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2011-12-13 12:28:06+00:00,1-622884303,0.0
4004,Org line A2,Sweden,se,Mikael,G105 2nd,A2_4,Accepted,Medium,PROD337,Wait,2011-12-21 13:15:37+00:00,1-622884303,694051.0
4005,Org line A2,Sweden,se,Mikael,G105 2nd,A2_4,Completed,Medium,PROD337,Closed,2012-03-27 07:52:39+00:00,1-622884303,8361422.0
4006,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,High,PROD753,In Progress,2011-12-13 12:52:14+00:00,1-622940906,0.0
4007,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,High,PROD753,In Progress,2012-01-13 09:07:55+00:00,1-622940906,2664941.0
4008,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Completed,High,PROD753,Closed,2012-01-17 10:10:00+00:00,1-622940906,349325.0
4009,Org line A2,Sweden,se,Åsa,G124 3rd,D_1,Accepted,High,PROD605,In Progress,2011-12-13 17:51:50+00:00,1-623152702,0.0
4010,Org line A2,Sweden,se,Åsa,G124 3rd,D_1,Completed,High,PROD605,Closed,2012-04-19 09:09:47+00:00,1-623152702,11027877.0
4011,Org line C,INDIA,se,Sivakumar,G269 3rd,C_6,Accepted,Medium,PROD621,In Progress,2011-12-14 10:46:39+00:00,1-623336818,0.0
4012,Org line C,INDIA,se,Sivakumar,G269 3rd,C_6,Completed,Medium,PROD621,Closed,2012-02-20 07:38:46+00:00,1-623336818,5863927.0
4013,Org line A2,Sweden,se,Pär,A10,A2_5,Accepted,Medium,PROD320,In Progress,2011-12-14 08:45:16+00:00,1-623354971,0.0
4014,Org line A2,Sweden,se,Pär,A10,A2_5,Accepted,Medium,PROD320,Assigned,2011-12-14 08:51:17+00:00,1-623354971,361.0
4015,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2012-04-17 08:16:34+00:00,1-623354971,10797917.0
4016,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD320,Closed,2012-04-17 08:16:37+00:00,1-623354971,3.0
4017,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2011-12-14 10:27:37+00:00,1-623520821,0.0
4018,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2011-12-14 10:27:55+00:00,1-623520821,18.0
4019,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2011-12-15 12:17:55+00:00,1-623520821,93000.0
4020,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2011-12-21 12:10:20+00:00,1-623520821,517945.0
4021,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2012-01-09 10:37:01+00:00,1-623520821,1636001.0
4022,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2012-01-09 16:11:01+00:00,1-623520821,20040.0
4023,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD320,Closed,2012-03-05 15:30:19+00:00,1-623520821,4835958.0
4024,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2011-12-14 11:24:49+00:00,1-623521280,0.0
4025,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2012-02-06 11:02:10+00:00,1-623521280,4664241.0
4026,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2012-02-06 16:05:17+00:00,1-623521280,18187.0
4027,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD320,Closed,2012-03-09 14:45:01+00:00,1-623521280,2759984.0
4028,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2011-12-14 11:27:57+00:00,1-623626713,0.0
4029,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2011-12-14 11:28:40+00:00,1-623626713,43.0
4030,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2012-02-07 08:40:27+00:00,1-623626713,4741907.0
4031,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2012-02-10 08:13:16+00:00,1-623626713,257569.0
4032,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD320,Closed,2012-03-09 15:16:31+00:00,1-623626713,2444595.0
4033,Org line A2,Sweden,fr,Clas,L53 2nd,A2_2,Accepted,Medium,PROD422,In Progress,2011-12-14 15:00:50+00:00,1-623792185,0.0
4034,Org line A2,Sweden,fr,Clas,L53 2nd,A2_2,Queued,Medium,PROD422,Awaiting Assignment,2011-12-14 15:40:11+00:00,1-623792185,2361.0
4035,Org line A2,POLAND,fr,Piotr,L53 2nd,A2_2,Accepted,Medium,PROD422,In Progress,2011-12-16 08:57:47+00:00,1-623792185,148656.0
4036,Org line A2,France,fr,Frederic,G34 3rd,A2_2,Queued,Medium,PROD422,Awaiting Assignment,2011-12-28 09:32:53+00:00,1-623792185,1038906.0
4037,Org line A2,POLAND,fr,Maciej,G34 3rd,A2_2,Accepted,Medium,PROD422,In Progress,2012-01-02 09:04:41+00:00,1-623792185,430308.0
4038,Org line A2,POLAND,fr,Maciej,G34 3rd,A2_2,Accepted,Medium,PROD422,Wait,2012-01-02 09:12:41+00:00,1-623792185,480.0
4039,Org line A2,POLAND,fr,Maciej,G34 3rd,A2_2,Accepted,Medium,PROD422,In Progress,2012-01-17 14:20:02+00:00,1-623792185,1314441.0
4040,Org line A2,POLAND,fr,Maciej,G34 3rd,A2_2,Completed,Medium,PROD422,Closed,2012-01-17 14:21:03+00:00,1-623792185,61.0
4041,Org line G4,Sweden,se,Reine,S28 2nd,,Accepted,Medium,PROD633,In Progress,2011-12-14 15:06:21+00:00,1-623859845,0.0
4042,Org line G4,Sweden,se,Reine,S28 2nd,,Completed,Medium,PROD633,Closed,2012-03-05 09:33:07+00:00,1-623859845,7064806.0
4043,Org line C,Sweden,us,Rakesh,G288 2nd,E_10,Accepted,High,PROD408,In Progress,2011-12-14 15:16:05+00:00,1-623873811,0.0
4044,Org line C,Sweden,us,Rakesh,G288 2nd,E_10,Queued,High,PROD408,Awaiting Assignment,2011-12-14 15:16:44+00:00,1-623873811,39.0
4045,Org line C,Sweden,us,Amit,G288 2nd,E_10,Accepted,High,PROD408,In Progress,2011-12-14 15:23:53+00:00,1-623873811,429.0
4046,Org line C,Sweden,us,Jonas,G290 3rd,C_6,Queued,High,PROD408,Awaiting Assignment,2011-12-14 15:36:41+00:00,1-623873811,768.0
4047,Org line C,Sweden,us,Stefan,G290 3rd,C_6,Accepted,High,PROD408,In Progress,2011-12-15 08:02:54+00:00,1-623873811,59173.0
4048,Org line C,Sweden,us,Stefan,G290 3rd,C_6,Completed,High,PROD408,Closed,2011-12-15 08:05:32+00:00,1-623873811,158.0
4049,Org line C,Sweden,us,Stefan,G290 3rd,C_6,Accepted,High,PROD408,In Progress,2011-12-15 08:14:19+00:00,1-623873811,527.0
4050,Org line C,USA,us,Kenneth,G290 3rd,C_6,Accepted,High,PROD408,Assigned,2011-12-15 08:15:33+00:00,1-623873811,74.0
4051,Org line C,USA,us,Kenneth,G290 3rd,C_6,Accepted,High,PROD408,Wait,2011-12-15 10:19:48+00:00,1-623873811,7455.0
4052,Org line C,USA,us,Kenneth,G290 3rd,C_6,Completed,High,PROD408,Closed,2011-12-20 18:27:10+00:00,1-623873811,461242.0
4053,Org line C,USA,us,Kymaria,N22 2nd,V3_3,Accepted,High,PROD408,In Progress,2012-01-25 15:21:33+00:00,1-623873811,3099263.0
4054,Org line C,USA,us,Kymaria,N22 2nd,V3_3,Accepted,High,PROD408,Wait,2012-01-25 15:23:52+00:00,1-623873811,139.0
4055,Org line C,USA,us,Kymaria,N22 2nd,V3_3,Completed,High,PROD408,Closed,2012-02-17 16:02:19+00:00,1-623873811,1989507.0
4056,Org line B,INDIA,in,Maltesh,G238 2nd,E_10,Accepted,Medium,PROD209,In Progress,2011-12-14 23:38:51+00:00,1-624009613,0.0
4057,Org line B,INDIA,in,Maltesh,G238 2nd,E_10,Completed,Medium,PROD209,Closed,2012-01-31 02:59:23+00:00,1-624009613,4072832.0
4058,Org line G4,Sweden,se,Rickard,S33 2nd,,Accepted,Low,PROD374,In Progress,2011-12-15 09:55:26+00:00,1-624219528,0.0
4059,Org line G4,Sweden,se,Rickard,S33 2nd,,Completed,Low,PROD374,Closed,2012-03-27 09:36:54+00:00,1-624219528,8898088.0
4060,Org line A2,Belgium,be,Ward,G7 3rd,A2_4,Queued,Medium,PROD766,Awaiting Assignment,2011-12-15 10:58:06+00:00,1-624305845,0.0
4061,Org line A2,Belgium,be,Marijn,G7 3rd,A2_4,Accepted,Medium,PROD766,In Progress,2012-01-06 09:12:12+00:00,1-624305845,1894446.0
4062,Org line A2,Belgium,be,Marijn,G7 3rd,A2_4,Completed,Medium,PROD766,Closed,2012-01-06 09:17:05+00:00,1-624305845,293.0
4063,Org line C,INDIA,in,Amit,G92,E_5,Accepted,Medium,PROD698,In Progress,2011-12-15 15:29:31+00:00,1-624403918,0.0
4064,Org line C,INDIA,in,Amit,G92,E_5,Accepted,Medium,PROD698,Wait,2011-12-15 16:30:21+00:00,1-624403918,3650.0
4065,Org line C,INDIA,in,Amit,G92,E_5,Queued,Medium,PROD698,Awaiting Assignment,2011-12-16 14:36:37+00:00,1-624403918,79576.0
4066,Org line C,INDIA,in,Irshad,G92,E_5,Accepted,Medium,PROD698,In Progress,2012-01-10 11:21:21+00:00,1-624403918,2148284.0
4067,Org line C,Sweden,in,Prasad,G276 2nd,E_10,Queued,Medium,PROD698,Awaiting Assignment,2012-01-10 12:26:31+00:00,1-624403918,3910.0
4068,Org line C,Sweden,in,Ashwani,G276 2nd,E_10,Accepted,Medium,PROD698,In Progress,2012-01-10 12:30:24+00:00,1-624403918,233.0
4069,Org line C,Sweden,in,Manoj,G276 2nd,E_10,Accepted,Medium,PROD698,In Progress,2012-01-12 09:03:42+00:00,1-624403918,160398.0
4070,Org line C,Sweden,in,Manoj,G276 2nd,E_10,Accepted,Medium,PROD698,Wait,2012-01-12 09:03:51+00:00,1-624403918,9.0
4071,Org line C,Sweden,in,Manoj,G276 2nd,E_10,Completed,Medium,PROD698,Closed,2012-03-15 14:45:21+00:00,1-624403918,5463690.0
4072,Org line C,Sweden,in,Manoj,G276 2nd,E_10,Accepted,Medium,PROD698,In Progress,2012-03-15 14:45:30+00:00,1-624403918,9.0
4073,Org line C,Sweden,in,Manoj,G276 2nd,E_10,Completed,Medium,PROD698,Closed,2012-03-15 14:54:45+00:00,1-624403918,555.0
4074,Org line C,Sweden,se,Mikael,G48 2nd,E_6,Accepted,High,PROD148,In Progress,2011-12-15 14:23:36+00:00,1-624450715,0.0
4075,Org line C,Sweden,se,Mikael,G48 2nd,E_6,Accepted,High,PROD148,Wait,2011-12-15 14:23:45+00:00,1-624450715,9.0
4076,Org line C,Sweden,se,Mikael,G48 2nd,E_6,Completed,High,PROD148,Closed,2012-03-30 12:07:57+00:00,1-624450715,9150252.0
4077,Org line C,Sweden,se,Mica,G141 3rd,C_6,Accepted,Medium,PROD663,In Progress,2011-12-16 08:13:45+00:00,1-624711258,0.0
4078,Org line C,Sweden,se,Mica,G141 3rd,C_6,Queued,Medium,PROD663,Awaiting Assignment,2011-12-16 08:17:50+00:00,1-624711258,245.0
4079,Org line C,Sweden,se,Mica,G141 3rd,C_6,Accepted,Medium,PROD663,In Progress,2011-12-16 08:20:27+00:00,1-624711258,157.0
4080,Org line C,Sweden,se,Mica,G141 3rd,C_6,Completed,Medium,PROD663,Closed,2012-03-12 12:00:12+00:00,1-624711258,7529985.0
4081,Org line G4,Sweden,se,Rickard,S33 2nd,,Accepted,High,PROD374,In Progress,2011-12-16 08:51:26+00:00,1-624745314,0.0
4082,Org line G4,Sweden,se,Rickard,S33 2nd,,Completed,High,PROD374,Closed,2012-02-08 13:15:41+00:00,1-624745314,4681455.0
4083,Org line C,Belgium,se,Alain,G213 2nd,E_1,Accepted,Major,PROD582,In Progress,2011-12-16 09:40:07+00:00,1-624845426,0.0
4084,Org line C,Belgium,se,Alain,G213 2nd,E_1,Queued,Major,PROD582,Awaiting Assignment,2011-12-16 09:40:33+00:00,1-624845426,26.0
4085,Org line C,Belgium,se,Alain,G71 2nd,E_3,Accepted,Major,PROD582,In Progress,2012-01-13 08:39:30+00:00,1-624845426,2415537.0
4086,Org line C,Belgium,se,Alain,G71 2nd,E_3,Completed,Major,PROD582,Closed,2012-01-13 09:26:23+00:00,1-624845426,2813.0
4087,Org line C,France,fr,Olivier,G225 3rd,C_6,Accepted,Major,PROD793,In Progress,2011-12-17 11:18:28+00:00,1-625322174,0.0
4088,Org line C,France,fr,Olivier,G225 3rd,C_6,Queued,Major,PROD793,Awaiting Assignment,2011-12-17 11:19:36+00:00,1-625322174,68.0
4089,Org line C,Belgium,fr,Tom,G225 3rd,C_6,Accepted,Major,PROD793,In Progress,2011-12-22 13:52:39+00:00,1-625322174,441183.0
4090,Org line C,Belgium,fr,Tom,G225 3rd,C_6,Accepted,Major,PROD793,Wait,2011-12-22 13:52:47+00:00,1-625322174,8.0
4091,Org line C,Belgium,fr,Tom,G225 3rd,C_6,Completed,Major,PROD793,Closed,2012-04-16 12:55:11+00:00,1-625322174,10018944.0
4092,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Accepted,Low,PROD350,In Progress,2011-12-19 02:13:32+00:00,1-625459293,0.0
4093,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Queued,Low,PROD350,Awaiting Assignment,2011-12-19 02:14:22+00:00,1-625459293,50.0
4094,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Low,PROD350,In Progress,2012-01-05 13:08:46+00:00,1-625459293,1508064.0
4095,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Low,PROD350,Wait,2012-01-05 13:25:39+00:00,1-625459293,1013.0
4096,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Completed,Low,PROD350,Closed,2012-01-19 15:33:55+00:00,1-625459293,1217296.0
4097,Org line A2,Sweden,se,Per,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2011-12-19 08:09:42+00:00,1-625628532,0.0
4098,Org line A2,Sweden,se,Per,G105 2nd,A2_4,Completed,Medium,PROD337,Closed,2012-04-20 07:23:30+00:00,1-625628532,10624428.0
4099,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,High,PROD350,In Progress,2011-12-19 07:49:47+00:00,1-625634702,0.0
4100,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,High,PROD350,Wait,2011-12-19 08:13:42+00:00,1-625634702,1435.0
4101,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Completed,High,PROD350,Closed,2012-01-18 04:53:58+00:00,1-625634702,2580016.0
4102,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,Medium,PROD350,In Progress,2011-12-19 07:57:11+00:00,1-625634824,0.0
4103,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,Medium,PROD350,Wait,2011-12-19 08:13:17+00:00,1-625634824,966.0
4104,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Completed,Medium,PROD350,Closed,2012-01-20 07:24:03+00:00,1-625634824,2761846.0
4105,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,High,PROD350,In Progress,2011-12-19 08:03:01+00:00,1-625634936,0.0
4106,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,High,PROD350,Wait,2011-12-19 08:12:46+00:00,1-625634936,585.0
4107,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Completed,High,PROD350,Closed,2012-04-09 03:19:42+00:00,1-625634936,9659216.0
4108,Org line C,Sweden,se,Kim,G120 3rd,C_5,Accepted,High,PROD597,In Progress,2011-12-19 08:00:43+00:00,1-625646775,0.0
4109,Org line C,Sweden,se,Kim,G120 3rd,C_5,Completed,High,PROD597,Closed,2012-02-01 08:56:47+00:00,1-625646775,3804964.0
4110,Org line C,France,be,Nicolas,G64 2nd,E_3,Accepted,Major,PROD378,In Progress,2011-12-19 14:15:13+00:00,1-626102521,0.0
