,org:group,resource country,organization country,org:resource,organization involved,org:role,concept:name,impact,product,lifecycle:transition,time:timestamp,case:concept:name
3939,Org line G4,Sweden,se,Torbjörn,S33 2nd,,Accepted,High,PROD397,In Progress,2011-12-09 09:00:42+00:00,1-621369891
3940,Org line G4,Sweden,se,Torbjörn,S33 2nd,,Completed,High,PROD397,Closed,2012-01-03 07:43:57+00:00,1-621369891
3941,Org line C,Belgium,br,Peter,G55 2nd,E_1,Accepted,Medium,PROD745,In Progress,2011-12-09 10:38:35+00:00,1-621393223
3942,Org line C,Belgium,br,Peter,G55 2nd,E_1,Queued,Medium,PROD745,Awaiting Assignment,2011-12-09 11:33:04+00:00,1-621393223
3943,Org line C,Belgium,br,Peter,G56 3rd,C_1,Queued,Medium,PROD745,Awaiting Assignment,2011-12-09 11:44:12+00:00,1-621393223
3944,Org line C,Sweden,br,Marie,G56 3rd,C_1,Accepted,Medium,PROD745,Assigned,2011-12-09 12:31:39+00:00,1-621393223
3945,Org line C,Sweden,br,Stina,G56 3rd,C_1,Accepted,Medium,PROD745,Assigned,2011-12-13 09:10:00+00:00,1-621393223
3946,Org line B,Brazil,br,Ricardo,S4 2nd,E_6,Queued,Medium,PROD745,Awaiting Assignment,2011-12-15 08:43:58+00:00,1-621393223
3947,Org line B,Brazil,br,Thiago,S4 2nd,E_6,Accepted,Medium,PROD745,In Progress,2012-04-20 15:34:45+00:00,1-621393223
3948,Org line B,Brazil,br,Thiago,S4 2nd,E_6,Completed,Medium,PROD745,Closed,2012-04-20 15:34:51+00:00,1-621393223
3949,Org line C,Sweden,se,Thomas,G355 2nd,E_6,Accepted,Major,PROD151,In Progress,2011-12-10 05:25:41+00:00,1-621571462
3950,Org line C,Sweden,se,Thomas,G355 2nd,E_6,Completed,Major,PROD151,Closed,2012-01-18 11:53:51+00:00,1-621571462
3968,Org line B,Brazil,br,Evane,S12 2nd,E_3,Accepted,Low,PROD140,In Progress,2011-12-12 11:50:53+00:00,1-622156083
3969,Org line B,Brazil,br,Evane,S12 2nd,E_3,Queued,Low,PROD140,Awaiting Assignment,2011-12-12 11:51:38+00:00,1-622156083
3970,Org line B,Brazil,br,Alice,S12 2nd,E_3,Accepted,Low,PROD140,Assigned,2011-12-12 13:54:04+00:00,1-622156083
3971,Org line B,Brazil,br,Evane,S12 2nd,E_3,Accepted,Low,PROD140,In Progress,2012-01-17 12:30:30+00:00,1-622156083
3972,Org line B,Brazil,br,Evane,S12 2nd,E_3,Completed,Low,PROD140,Closed,2012-01-17 12:31:09+00:00,1-622156083
3973,Org line A2,France,fr,Frederic,G22 2nd,A2_2,Accepted,Medium,PROD631,In Progress,2011-12-12 14:33:32+00:00,1-622295317
3974,Org line A2,France,fr,Frederic,G22 2nd,A2_2,Accepted,Medium,PROD631,Wait,2012-03-02 10:22:18+00:00,1-622295317
3975,Org line A2,France,fr,Frederic,G22 2nd,A2_2,Completed,Medium,PROD631,Closed,2012-03-22 14:45:50+00:00,1-622295317
3976,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Accepted,Low,PROD350,In Progress,2011-12-13 03:07:15+00:00,1-622618613
3977,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Queued,Low,PROD350,Awaiting Assignment,2011-12-13 03:07:39+00:00,1-622618613
3978,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Low,PROD350,In Progress,2011-12-13 06:11:12+00:00,1-622618613
3979,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Low,PROD350,Wait,2011-12-13 06:11:20+00:00,1-622618613
3980,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Completed,Low,PROD350,Closed,2012-01-19 15:38:31+00:00,1-622618613
3981,Org line C,China,cn,Matthew,G293 2nd,E_10,Accepted,Low,PROD826,In Progress,2011-12-13 05:47:00+00:00,1-622630582
3982,Org line C,China,cn,Matthew,G293 2nd,E_10,Accepted,Low,PROD826,Wait,2011-12-20 01:43:10+00:00,1-622630582
3983,Org line C,China,cn,Matthew,G293 2nd,E_10,Completed,Low,PROD826,Closed,2012-05-23 02:53:03+00:00,1-622630582
3984,Org line C,Sweden,in,Bikshamaiah,G119 2nd,E_8,Accepted,Low,PROD597,In Progress,2011-12-13 08:52:25+00:00,1-622652886
3985,Org line C,Sweden,in,Bikshamaiah,G119 2nd,E_8,Completed,Low,PROD597,Closed,2012-04-30 15:41:11+00:00,1-622652886
3986,Org line C,INDIA,in,Sameer,G89 2nd,E_4,Accepted,Low,PROD436,In Progress,2011-12-13 09:19:11+00:00,1-622783644
3987,Org line C,INDIA,in,Sameer,G89 2nd,E_4,Accepted,Low,PROD436,Wait,2011-12-26 12:32:16+00:00,1-622783644
3988,Org line C,INDIA,in,Sameer,G89 2nd,E_4,Accepted,Low,PROD436,In Progress,2012-05-18 07:01:25+00:00,1-622783644
3989,Org line C,INDIA,in,Sameer,G89 2nd,E_4,Completed,Low,PROD436,Closed,2012-05-18 07:02:02+00:00,1-622783644
3990,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Accepted,Medium,PROD236,In Progress,2011-12-13 10:05:09+00:00,1-622806196
3991,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Accepted,Medium,PROD236,Wait,2011-12-13 11:21:14+00:00,1-622806196
3992,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Accepted,Medium,PROD236,In Progress,2012-05-04 15:03:00+00:00,1-622806196
3993,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Completed,Medium,PROD236,Closed,2012-05-04 15:05:26+00:00,1-622806196
3994,Org line A2,Sweden,se,Venkata,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2011-12-13 14:36:57+00:00,1-622847448
3995,Org line A2,Sweden,se,Venkata,G105 2nd,A2_4,Accepted,Medium,PROD337,Assigned,2012-03-13 13:23:34+00:00,1-622847448
3996,Org line A2,Sweden,se,Håkan,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2012-04-23 13:31:16+00:00,1-622847448
3997,Org line A2,Sweden,se,Håkan,G105 2nd,A2_4,Completed,Medium,PROD337,Closed,2012-04-23 13:32:27+00:00,1-622847448
3998,Org line C,France,fr,Michel,V34 2nd,,Accepted,High,PROD424,In Progress,2011-12-13 10:27:52+00:00,1-622856843
3999,Org line C,France,fr,Michel,V34 2nd,,Completed,High,PROD424,Closed,2012-01-24 08:29:10+00:00,1-622856843
4000,Org line C,Sweden,se,Anders,G138 2nd,E_10,Accepted,Medium,PROD802,In Progress,2011-12-13 11:19:40+00:00,1-622874191
4001,Org line C,Sweden,se,Anders,G138 2nd,E_10,Accepted,Medium,PROD802,In Progress,2011-12-19 12:55:54+00:00,1-622874191
4002,Org line C,Sweden,se,Anders,G138 2nd,E_10,Completed,Medium,PROD802,Closed,2012-01-30 09:19:24+00:00,1-622874191
4003,Org line A2,Sweden,se,Mikael,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2011-12-13 12:28:06+00:00,1-622884303
4004,Org line A2,Sweden,se,Mikael,G105 2nd,A2_4,Accepted,Medium,PROD337,Wait,2011-12-21 13:15:37+00:00,1-622884303
4005,Org line A2,Sweden,se,Mikael,G105 2nd,A2_4,Completed,Medium,PROD337,Closed,2012-03-27 07:52:39+00:00,1-622884303
4006,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,High,PROD753,In Progress,2011-12-13 12:52:14+00:00,1-622940906
4007,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Accepted,High,PROD753,In Progress,2012-01-13 09:07:55+00:00,1-622940906
4008,Org line A2,Sweden,cn,Tomas,M1 2nd,A2_2,Completed,High,PROD753,Closed,2012-01-17 10:10:00+00:00,1-622940906
4009,Org line A2,Sweden,se,Åsa,G124 3rd,D_1,Accepted,High,PROD605,In Progress,2011-12-13 17:51:50+00:00,1-623152702
4010,Org line A2,Sweden,se,Åsa,G124 3rd,D_1,Completed,High,PROD605,Closed,2012-04-19 09:09:47+00:00,1-623152702
4011,Org line C,INDIA,se,Sivakumar,G269 3rd,C_6,Accepted,Medium,PROD621,In Progress,2011-12-14 10:46:39+00:00,1-623336818
4012,Org line C,INDIA,se,Sivakumar,G269 3rd,C_6,Completed,Medium,PROD621,Closed,2012-02-20 07:38:46+00:00,1-623336818
4013,Org line A2,Sweden,se,Pär,A10,A2_5,Accepted,Medium,PROD320,In Progress,2011-12-14 08:45:16+00:00,1-623354971
4014,Org line A2,Sweden,se,Pär,A10,A2_5,Accepted,Medium,PROD320,Assigned,2011-12-14 08:51:17+00:00,1-623354971
4015,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2012-04-17 08:16:34+00:00,1-623354971
4016,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD320,Closed,2012-04-17 08:16:37+00:00,1-623354971
4017,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2011-12-14 10:27:37+00:00,1-623520821
4018,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2011-12-14 10:27:55+00:00,1-623520821
4019,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2011-12-15 12:17:55+00:00,1-623520821
4020,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2011-12-21 12:10:20+00:00,1-623520821
4021,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2012-01-09 10:37:01+00:00,1-623520821
4022,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2012-01-09 16:11:01+00:00,1-623520821
4023,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD320,Closed,2012-03-05 15:30:19+00:00,1-623520821
4024,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2011-12-14 11:24:49+00:00,1-623521280
4025,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2012-02-06 11:02:10+00:00,1-623521280
4026,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2012-02-06 16:05:17+00:00,1-623521280
4027,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD320,Closed,2012-03-09 14:45:01+00:00,1-623521280
4028,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2011-12-14 11:27:57+00:00,1-623626713
4029,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2011-12-14 11:28:40+00:00,1-623626713
4030,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,In Progress,2012-02-07 08:40:27+00:00,1-623626713
4031,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD320,Wait,2012-02-10 08:13:16+00:00,1-623626713
4032,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD320,Closed,2012-03-09 15:16:31+00:00,1-623626713
4033,Org line A2,Sweden,fr,Clas,L53 2nd,A2_2,Accepted,Medium,PROD422,In Progress,2011-12-14 15:00:50+00:00,1-623792185
4034,Org line A2,Sweden,fr,Clas,L53 2nd,A2_2,Queued,Medium,PROD422,Awaiting Assignment,2011-12-14 15:40:11+00:00,1-623792185
4035,Org line A2,POLAND,fr,Piotr,L53 2nd,A2_2,Accepted,Medium,PROD422,In Progress,2011-12-16 08:57:47+00:00,1-623792185
4036,Org line A2,France,fr,Frederic,G34 3rd,A2_2,Queued,Medium,PROD422,Awaiting Assignment,2011-12-28 09:32:53+00:00,1-623792185
4037,Org line A2,POLAND,fr,Maciej,G34 3rd,A2_2,Accepted,Medium,PROD422,In Progress,2012-01-02 09:04:41+00:00,1-623792185
4038,Org line A2,POLAND,fr,Maciej,G34 3rd,A2_2,Accepted,Medium,PROD422,Wait,2012-01-02 09:12:41+00:00,1-623792185
4039,Org line A2,POLAND,fr,Maciej,G34 3rd,A2_2,Accepted,Medium,PROD422,In Progress,2012-01-17 14:20:02+00:00,1-623792185
4040,Org line A2,POLAND,fr,Maciej,G34 3rd,A2_2,Completed,Medium,PROD422,Closed,2012-01-17 14:21:03+00:00,1-623792185
4041,Org line G4,Sweden,se,Reine,S28 2nd,,Accepted,Medium,PROD633,In Progress,2011-12-14 15:06:21+00:00,1-623859845
4042,Org line G4,Sweden,se,Reine,S28 2nd,,Completed,Medium,PROD633,Closed,2012-03-05 09:33:07+00:00,1-623859845
4056,Org line B,INDIA,in,Maltesh,G238 2nd,E_10,Accepted,Medium,PROD209,In Progress,2011-12-14 23:38:51+00:00,1-624009613
4057,Org line B,INDIA,in,Maltesh,G238 2nd,E_10,Completed,Medium,PROD209,Closed,2012-01-31 02:59:23+00:00,1-624009613
4058,Org line G4,Sweden,se,Rickard,S33 2nd,,Accepted,Low,PROD374,In Progress,2011-12-15 09:55:26+00:00,1-624219528
4059,Org line G4,Sweden,se,Rickard,S33 2nd,,Completed,Low,PROD374,Closed,2012-03-27 09:36:54+00:00,1-624219528
4060,Org line A2,Belgium,be,Ward,G7 3rd,A2_4,Queued,Medium,PROD766,Awaiting Assignment,2011-12-15 10:58:06+00:00,1-624305845
4061,Org line A2,Belgium,be,Marijn,G7 3rd,A2_4,Accepted,Medium,PROD766,In Progress,2012-01-06 09:12:12+00:00,1-624305845
4062,Org line A2,Belgium,be,Marijn,G7 3rd,A2_4,Completed,Medium,PROD766,Closed,2012-01-06 09:17:05+00:00,1-624305845
4074,Org line C,Sweden,se,Mikael,G48 2nd,E_6,Accepted,High,PROD148,In Progress,2011-12-15 14:23:36+00:00,1-624450715
4075,Org line C,Sweden,se,Mikael,G48 2nd,E_6,Accepted,High,PROD148,Wait,2011-12-15 14:23:45+00:00,1-624450715
4076,Org line C,Sweden,se,Mikael,G48 2nd,E_6,Completed,High,PROD148,Closed,2012-03-30 12:07:57+00:00,1-624450715
4077,Org line C,Sweden,se,Mica,G141 3rd,C_6,Accepted,Medium,PROD663,In Progress,2011-12-16 08:13:45+00:00,1-624711258
4078,Org line C,Sweden,se,Mica,G141 3rd,C_6,Queued,Medium,PROD663,Awaiting Assignment,2011-12-16 08:17:50+00:00,1-624711258
4079,Org line C,Sweden,se,Mica,G141 3rd,C_6,Accepted,Medium,PROD663,In Progress,2011-12-16 08:20:27+00:00,1-624711258
4080,Org line C,Sweden,se,Mica,G141 3rd,C_6,Completed,Medium,PROD663,Closed,2012-03-12 12:00:12+00:00,1-624711258
4081,Org line G4,Sweden,se,Rickard,S33 2nd,,Accepted,High,PROD374,In Progress,2011-12-16 08:51:26+00:00,1-624745314
4082,Org line G4,Sweden,se,Rickard,S33 2nd,,Completed,High,PROD374,Closed,2012-02-08 13:15:41+00:00,1-624745314
4083,Org line C,Belgium,se,Alain,G213 2nd,E_1,Accepted,Major,PROD582,In Progress,2011-12-16 09:40:07+00:00,1-624845426
4084,Org line C,Belgium,se,Alain,G213 2nd,E_1,Queued,Major,PROD582,Awaiting Assignment,2011-12-16 09:40:33+00:00,1-624845426
4085,Org line C,Belgium,se,Alain,G71 2nd,E_3,Accepted,Major,PROD582,In Progress,2012-01-13 08:39:30+00:00,1-624845426
4086,Org line C,Belgium,se,Alain,G71 2nd,E_3,Completed,Major,PROD582,Closed,2012-01-13 09:26:23+00:00,1-624845426
4087,Org line C,France,fr,Olivier,G225 3rd,C_6,Accepted,Major,PROD793,In Progress,2011-12-17 11:18:28+00:00,1-625322174
4088,Org line C,France,fr,Olivier,G225 3rd,C_6,Queued,Major,PROD793,Awaiting Assignment,2011-12-17 11:19:36+00:00,1-625322174
4089,Org line C,Belgium,fr,Tom,G225 3rd,C_6,Accepted,Major,PROD793,In Progress,2011-12-22 13:52:39+00:00,1-625322174
4090,Org line C,Belgium,fr,Tom,G225 3rd,C_6,Accepted,Major,PROD793,Wait,2011-12-22 13:52:47+00:00,1-625322174
4091,Org line C,Belgium,fr,Tom,G225 3rd,C_6,Completed,Major,PROD793,Closed,2012-04-16 12:55:11+00:00,1-625322174
4092,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Accepted,Low,PROD350,In Progress,2011-12-19 02:13:32+00:00,1-625459293
4093,Org line A2,Sweden,se,Britt,T17 2nd,A2_1,Queued,Low,PROD350,Awaiting Assignment,2011-12-19 02:14:22+00:00,1-625459293
4094,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Low,PROD350,In Progress,2012-01-05 13:08:46+00:00,1-625459293
4095,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Accepted,Low,PROD350,Wait,2012-01-05 13:25:39+00:00,1-625459293
4096,Org line A2,Sweden,se,Britt,J2 2nd,A2_1,Completed,Low,PROD350,Closed,2012-01-19 15:33:55+00:00,1-625459293
4097,Org line A2,Sweden,se,Per,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress,2011-12-19 08:09:42+00:00,1-625628532
4098,Org line A2,Sweden,se,Per,G105 2nd,A2_4,Completed,Medium,PROD337,Closed,2012-04-20 07:23:30+00:00,1-625628532
4099,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,High,PROD350,In Progress,2011-12-19 07:49:47+00:00,1-625634702
4100,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,High,PROD350,Wait,2011-12-19 08:13:42+00:00,1-625634702
4101,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Completed,High,PROD350,Closed,2012-01-18 04:53:58+00:00,1-625634702
4102,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,Medium,PROD350,In Progress,2011-12-19 07:57:11+00:00,1-625634824
4103,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,Medium,PROD350,Wait,2011-12-19 08:13:17+00:00,1-625634824
4104,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Completed,Medium,PROD350,Closed,2012-01-20 07:24:03+00:00,1-625634824
4105,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,High,PROD350,In Progress,2011-12-19 08:03:01+00:00,1-625634936
4106,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Accepted,High,PROD350,Wait,2011-12-19 08:12:46+00:00,1-625634936
4107,Org line B,THAILAND,cn,Kwewat,D1,A2_1,Completed,High,PROD350,Closed,2012-04-09 03:19:42+00:00,1-625634936
4108,Org line C,Sweden,se,Kim,G120 3rd,C_5,Accepted,High,PROD597,In Progress,2011-12-19 08:00:43+00:00,1-625646775
4109,Org line C,Sweden,se,Kim,G120 3rd,C_5,Completed,High,PROD597,Closed,2012-02-01 08:56:47+00:00,1-625646775
4110,Org line C,France,be,Nicolas,G64 2nd,E_3,Accepted,Major,PROD378,In Progress,2011-12-19 14:15:13+00:00,1-626102521
4111,Org line C,France,be,Nicolas,G64 2nd,E_3,Completed,Major,PROD378,Closed,2012-03-19 14:29:08+00:00,1-626102521
4112,Org line C,Sweden,us,Henrik,G67 2nd,E_3,Accepted,Medium,PROD151,In Progress,2011-12-19 16:02:25+00:00,1-626212681
4113,Org line C,Sweden,us,Henrik,G67 2nd,E_3,Accepted,Medium,PROD151,Wait,2012-01-04 10:26:26+00:00,1-626212681
4114,Org line C,Sweden,us,Henrik,G67 2nd,E_3,Accepted,Medium,PROD151,In Progress,2012-02-20 09:32:17+00:00,1-626212681
4115,Org line C,Sweden,us,Henrik,G67 2nd,E_3,Completed,Medium,PROD151,Closed,2012-02-20 09:35:33+00:00,1-626212681
4116,Org line C,Sweden,us,Vaibhav,G88 2nd,E_4,Accepted,Medium,PROD794,In Progress,2011-12-20 00:48:36+00:00,1-626292231
4117,Org line C,Sweden,us,Vaibhav,G88 2nd,E_4,Accepted,Medium,PROD794,In Progress,2011-12-20 00:49:14+00:00,1-626292231
4118,Org line C,Sweden,us,Vaibhav,G88 2nd,E_4,Accepted,Medium,PROD794,Wait,2012-02-07 18:48:51+00:00,1-626292231
4119,Org line C,Sweden,us,Vaibhav,G88 2nd,E_4,Completed,Medium,PROD794,Closed,2012-05-28 09:50:17+00:00,1-626292231
4120,Org line C,Sweden,us,Vaibhav,G88 2nd,E_4,Accepted,Medium,PROD794,In Progress,2012-05-28 10:04:15+00:00,1-626292231
4121,Org line C,Sweden,us,Vaibhav,G88 2nd,E_4,Completed,Medium,PROD794,Closed,2012-05-28 10:06:04+00:00,1-626292231
4122,Org line A2,Sweden,se,Karin,N7 2nd,A2_1,Accepted,Low,PROD746,In Progress,2011-12-20 07:59:29+00:00,1-626462354
4123,Org line A2,Sweden,se,Karin,N7 2nd,A2_1,Accepted,Low,PROD746,Wait,2012-02-02 09:43:55+00:00,1-626462354
4124,Org line A2,Sweden,se,Karin,N7 2nd,A2_1,Completed,Low,PROD746,Closed,2012-04-17 09:02:51+00:00,1-626462354
4125,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD236,In Progress,2011-12-20 08:39:32+00:00,1-626510640
4126,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD236,Wait,2011-12-20 09:03:49+00:00,1-626510640
4127,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD236,In Progress,2011-12-20 13:19:22+00:00,1-626510640
4128,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD236,Wait,2011-12-21 09:40:49+00:00,1-626510640
4129,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD236,In Progress,2012-02-02 07:45:56+00:00,1-626510640
4130,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD236,Wait,2012-02-02 12:44:11+00:00,1-626510640
4131,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Accepted,Medium,PROD236,In Progress,2012-02-02 13:37:55+00:00,1-626510640
4132,Org line A2,Sweden,se,Lisbeth,A10,A2_5,Completed,Medium,PROD236,Closed,2012-02-02 13:39:10+00:00,1-626510640
4133,Org line A2,United Kingdom,gb,Ian,G42 3rd,A2_1,Accepted,High,PROD236,In Progress,2011-12-20 13:07:40+00:00,1-626515794
4134,Org line A2,United Kingdom,gb,Ian,G42 3rd,A2_1,Accepted,High,PROD236,Assigned,2011-12-20 13:26:59+00:00,1-626515794
4135,Org line A2,United Kingdom,gb,Ian,G42 3rd,A2_1,Accepted,High,PROD236,Assigned,2011-12-23 14:33:36+00:00,1-626515794
4136,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Accepted,High,PROD236,In Progress,2012-01-06 13:12:19+00:00,1-626515794
4137,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Completed,High,PROD236,Closed,2012-01-06 13:13:30+00:00,1-626515794
4138,Org line A2,USA,us,Gregory,N5 2nd,A2_3,Accepted,Medium,PROD488,In Progress,2011-12-20 13:43:16+00:00,1-626760391
4139,Org line A2,USA,us,Gregory,N5 2nd,A2_3,Accepted,Medium,PROD488,In Progress,2012-01-12 16:33:11+00:00,1-626760391
4140,Org line A2,USA,us,Gregory,N5 2nd,A2_3,Completed,Medium,PROD488,Closed,2012-01-12 16:33:48+00:00,1-626760391
4141,Org line A2,France,fr,Cyril,V37 2nd,A2_5,Accepted,Medium,PROD525,In Progress,2011-12-20 15:25:10+00:00,1-626834451
4142,Org line A2,France,fr,Cyril,V37 2nd,A2_5,Accepted,Medium,PROD525,Assigned,2011-12-20 15:26:35+00:00,1-626834451
4143,Org line A2,France,fr,Cyril,V37 2nd,A2_5,Completed,Medium,PROD525,Closed,2012-02-01 11:03:13+00:00,1-626834451
4144,Org line C,France,fr,Arnaud,V29 2nd,E_6,Accepted,Major,PROD413,In Progress,2011-12-21 06:14:19+00:00,1-627163101
4145,Org line C,France,fr,Arnaud,V29 2nd,E_6,Accepted,Major,PROD413,Wait,2012-01-18 11:17:47+00:00,1-627163101
4146,Org line C,France,fr,Arnaud,V29 2nd,E_6,Accepted,Major,PROD413,In Progress,2012-02-01 11:23:43+00:00,1-627163101
4147,Org line C,France,fr,Arnaud,V29 2nd,E_6,Accepted,Major,PROD413,In Progress,2012-04-12 09:35:52+00:00,1-627163101
4148,Org line C,France,fr,Bruno,V29 2nd,E_6,Accepted,Major,PROD413,In Progress,2012-04-19 12:28:17+00:00,1-627163101
4149,Org line C,France,fr,Bruno,V29 2nd,E_6,Completed,Major,PROD413,Closed,2012-05-09 08:32:27+00:00,1-627163101
4157,Org line A2,Sweden,se,Valter,U6 2nd,A2_3,Accepted,Low,PROD831,In Progress,2011-12-21 09:39:43+00:00,1-627336700
4158,Org line A2,Sweden,se,Valter,U6 2nd,A2_3,Accepted,Low,PROD831,Assigned,2011-12-21 09:40:06+00:00,1-627336700
4159,Org line A2,Sweden,se,Valter,U6 2nd,A2_3,Accepted,Low,PROD831,In Progress,2012-01-30 13:18:50+00:00,1-627336700
4160,Org line A2,Sweden,se,Valter,U6 2nd,A2_3,Completed,Low,PROD831,Closed,2012-01-30 13:18:51+00:00,1-627336700
4161,Org line C,Brazil,in,Alex,G93 2nd,E_4,Accepted,Low,PROD325,In Progress,2011-12-21 10:13:58+00:00,1-627337013
4162,Org line C,Brazil,in,Alex,G93 2nd,E_4,Accepted,Low,PROD325,In Progress,2012-01-26 13:12:53+00:00,1-627337013
4163,Org line C,Brazil,in,Alex,G93 2nd,E_4,Completed,Low,PROD325,Closed,2012-03-01 14:37:25+00:00,1-627337013
4164,Org line A2,POLAND,pl,Grzegorz,N26 2nd,A2_3,Accepted,High,PROD791,In Progress,2011-12-21 13:33:20+00:00,1-627532005
4165,Org line A2,POLAND,pl,Grzegorz,N26 2nd,A2_3,Accepted,High,PROD791,Assigned,2011-12-21 13:33:49+00:00,1-627532005
4166,Org line A2,POLAND,pl,Grzegorz,N26 2nd,A2_3,Accepted,High,PROD791,Wait,2012-01-09 13:52:30+00:00,1-627532005
4167,Org line A2,POLAND,pl,Grzegorz,N26 2nd,A2_3,Completed,High,PROD791,Closed,2012-04-23 11:38:19+00:00,1-627532005
4168,Org line A2,Brazil,se,Lauro,G45 2nd,A2_3,Accepted,Low,PROD711,In Progress,2011-12-21 13:57:20+00:00,1-627557462
4169,Org line A2,Brazil,se,Lauro,G45 2nd,A2_3,Accepted,Low,PROD711,In Progress,2011-12-21 13:58:06+00:00,1-627557462
4170,Org line A2,Brazil,se,Lauro,G45 2nd,A2_3,Completed,Low,PROD711,Closed,2012-02-01 12:51:37+00:00,1-627557462
4171,Org line C,Sweden,se,Leif,G285 2nd,E_10,Accepted,Medium,PROD646,In Progress,2011-12-21 14:43:03+00:00,1-627630611
4172,Org line C,Sweden,se,Leif,G285 2nd,E_10,Queued,Medium,PROD646,Awaiting Assignment,2011-12-21 14:46:04+00:00,1-627630611
4173,Org line C,Sweden,se,Anil,G285 2nd,E_10,Accepted,Medium,PROD646,In Progress,2011-12-23 08:36:20+00:00,1-627630611
4174,Org line C,Sweden,se,Anil,G285 2nd,E_10,Completed,Medium,PROD646,Closed,2012-01-10 12:49:48+00:00,1-627630611
4175,Org line A2,POLAND,pl,Rafal,V10 3rd,D_1,Accepted,Medium,PROD71,In Progress,2011-12-22 10:00:33+00:00,1-627878397
4176,Org line A2,POLAND,pl,Rafal,V10 3rd,D_1,Accepted,Medium,PROD71,In Progress,2012-05-29 11:37:20+00:00,1-627878397
4177,Org line A2,POLAND,pl,Rafal,V10 3rd,D_1,Completed,Medium,PROD71,Closed,2012-05-29 11:38:04+00:00,1-627878397
4178,Org line A2,Sweden,in,Bertil,G31 3rd,A2_4,Accepted,Low,PROD194,In Progress,2011-12-22 09:03:52+00:00,1-627936524
